CandidateName,OfficeName,ElectionYear,ElectionYearStr,Party,District,Jurisdiction,FinanceType,Status,Incumbent,IDNumber,TreasurerName,CandidateAddress,RegistrationDate,LastFilingDate,PublicPhoneNumber,PoliticalPartyCommitteeName,CandidateStatus,JurisdictionType,OfficerHolderStatus,ElectionName,NumberofCandidates,OfficeId,ElectionId,DistrictId,ElectionCycleId,OfficeType,JurisdictionId,RegistrationId,FinanceStatus,RowNumber,TotalRows,UnregisteredCandidate,StateID,TotalContributions,TotalExpenditures,MemberID,TerminationDate,CandidateEmail,CommitteeEmail,IsCompliant,CompliantStatus,IsLegacy
"James-Foster, Joy Lynne",College Board Member,2021,,Non-Partisan,Southeast New Mexico College - District 3,Eddy,Candidate,,,xF6MNi6eAmwjyoIqcE9vOACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2021 - Regular Local Election,,1203,118.0,1442,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Rogers, David Wilson",College Board Member,2021,,Non-Partisan,Southeast New Mexico College - District 3,Eddy,Candidate,,,h-6Njx_1OaOjk8ojYF1CegCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2021 - Regular Local Election,,1203,118.0,1442,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Frintz, Cherry Tiffany",College Board Member,2023,,Non-Partisan,Southeast New Mexico College - District 3,Eddy,Candidate,,,r1emRHaJDzxRY6F8W091dwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1442,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Rogers, David Wilson",College Board Member,2023,,Non-Partisan,Southeast New Mexico College - District 3,Eddy,Candidate,,,h-6Njx_1OaOjk8ojYF1CegCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1442,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Bowman, Sarah Jo",College Board Member,2021,,Non-Partisan,Southeast New Mexico College - District 4,Eddy,Candidate,,,EIOcnjaTVq2hlpUvjqA-qACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2021 - Regular Local Election,,1203,118.0,1443,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"McCarthy, Frances",College Board Member,2021,,Non-Partisan,Southeast New Mexico College - District 5,Eddy,Candidate,,,0nuLxZdEYMeJZThQ5jsWPwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2021 - Regular Local Election,,1203,118.0,1444,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"REMPE, NORBERT T",College Board Member,2021,,Non-Partisan,Southeast New Mexico College - District 5,Eddy,Candidate,,,4WRFBjhh0ure3IShjnjdDACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2021 - Regular Local Election,,1203,118.0,1444,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Atcitty, Pete K, III",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,yrJgIpkNzlUkN8T_jdj7eACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Hale, Judy Mae",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,AyZMZ89nGFHdY1CKApkSyQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Taylor, Beverly",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,0TPyLNdxDWkcxwpJ7av2VwCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Thomas-Kemp, Catherine",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,Arti6QJ0-VUMjQxMoifcIACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Todacheene, GloJean B",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,Xl6acZcbweX-ANbTNFjMNACqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Tso, Matthew D.",College Board Member,2023,,Non-Partisan,SAN JUAN COLLEGE,San Juan,Candidate,,,ypX3nF-0eNKjwyvFzuXTNQCqVy8Elhffgng_L-1Fpe41,,,,,,,,COLLEGE BOARD,,2023 - Regular Local Election,,1203,121.0,1464,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Cull, Theresa",County Council,2022,,DEMOCRATIC,,,Candidate,,,VDD9r3li6Az2uy4QOKExBQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Dry, Sharon L",County Council,2022,,REPUBLICAN,,,Candidate,,,8KQTWDWGsf5qloAAECCTuwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Havemann, Suzie",County Council,2022,,DEMOCRATIC,,,Candidate,,,G1sSnSZzVeainlnVkOCsfQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Page, Reginald Thomas, Jr.",County Council,2022,,REPUBLICAN,,,Candidate,,,FPo-08pl6MOuKUuBtsvsigCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Ryti, Randall",County Council,2022,,DEMOCRATIC,,,Candidate,,,O6NVzzkjqZIv2e0zXIfg4wCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Schwebach, Ryan",County Council,2022,,REPUBLICAN,,,Candidate,,,lT95HlNPwzPyi-5aXN4J6ACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Stradling, Gary Lane",County Council,2022,,REPUBLICAN,,,Candidate,,,0-8B4Raz7j25ZK2ITRTBxgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Weber, Bradley",County Council,2022,,REPUBLICAN,,,Candidate,,,HMIEwtkIJrwTIJ2LfQAzOACqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Wernicke, James Curtis, Jr.",County Council,2022,,LIBERTARIAN,,,Candidate,,,EF1jyh1O_Z8czyfCTStBJwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1206,119.0,,,,,0,,,9,0,,0.0,0.0,0,,,,False,,False
"Ozment, Catherine",County Council,2023,,DEMOCRATIC,,,Candidate,,,g_h7gSHPK_H5n92GyMFdgwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2024 General Election,,1206,120.0,,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Potter, Patrick Werner",County Council,2023,,DEMOCRATIC,,,Candidate,,,OGTm-Chj62XZXN8owNYFywCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2023 - Regular Local Election,,1206,121.0,,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Montoya, Thomas C",Justice of the Supreme Court,2022,,REPUBLICAN,,,Candidate,,,IkdjsmLNdsxeK4tSKg1y9gCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1208,119.0,,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Vigil, Michael E",Justice of the Supreme Court,2022,,Non-Partisan,,,Candidate,,,L6myW6MPNFBPDFzCsf8yIgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,1208,119.0,,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Baca, Gerald E.",Judge of the Court of Appeals,2022,,DEMOCRATIC,,,Candidate,,,EmrCLKzy25U8CA0H8l8-IwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,13,119.0,,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Cooper, Sophie I",Judge of the Court of Appeals,2022,,LIBERTARIAN,,,Candidate,,,mTQ5_1BEReIRq4syYYopvQCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,13,119.0,,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Curtis, Stephen P",Judge of the Court of Appeals,2022,,LIBERTARIAN,,,Candidate,,,I68qusgXHaLgC3rv2putDwCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,13,119.0,,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Yohalem, Jane B",Judge of the Court of Appeals,2022,,Non-Partisan,,,Candidate,,,1Snus1LNoJmrjHevmgpPpgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2022 General Election,,13,119.0,,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Curtis, Stephen P",Judge of the Court of Appeals,2023,,LIBERTARIAN,,,Candidate,,,sxR2zAYBMYp1ZB2FR6aHHgCqVy8Elhffgng_L-1Fpe41,,,,,,,,,,2024 General Election,,13,120.0,,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Montoya, Rodney D",State Representative,2022,,REPUBLICAN,DISTRICT 1,San Juan,Candidate,,,BNxaHr-3m-_q4EBY81wtggCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Baca, Brian Gabriel",State Representative,2022,,REPUBLICAN,DISTRICT 8,Valencia,Candidate,,,IqUGOvs_H7sFAWvmHpKFxwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,10,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Kinzelman, Paul Matthew",State Representative,2022,,DEMOCRATIC,DISTRICT 8,Valencia,Candidate,,,xX3CwaZpChGKqeW_OnZmGACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,10,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Lente, Derrick J.",State Representative,2022,,DEMOCRATIC,DISTRICT 65,Sandoval,Candidate,,,bwdoHwlfpzqHtZ1pzPmBngCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,101,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Lundstrom, Patricia ""Patty"" A",State Representative,2022,,DEMOCRATIC,DISTRICT 9,McKinley,Candidate,,,zpvrsKJWvESmxLAbINaOhwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,11,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Chatfield, Jackey O.",State Representative,2022,,REPUBLICAN,DISTRICT 67,Harding,Candidate,,,r1p7z6T2ONoyB9B51HpTSQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,111,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Little, Charlotte",State Representative,2023,,DEMOCRATIC,DISTRICT 68,Bernalillo,Candidate,,,2wR0c53tElj2CxT3yIIG0gCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,112,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Moss, Robert Henry",State Representative,2022,,REPUBLICAN,DISTRICT 68,Bernalillo,Candidate,,,KINuDZ_DrBvOer15G0FfoQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,112,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Gonzales, Virginia",State Representative,2023,,REPUBLICAN,DISTRICT 68,Bernalillo,Candidate,,,hy3RT3WPrzUdSDgrl9tZsQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2024 General Election,,14,120.0,112,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Garcia, Harry",State Representative,2022,,DEMOCRATIC,DISTRICT 69,Cibola,Candidate,,,01H2H34VZFczkS8bZLLc9ACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,118,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Trujillo, Marvin Anthony",State Representative,2022,,DEMOCRATIC,DISTRICT 69,Cibola,Candidate,,,k4ySN0tp8zEn09Ilpx4rNwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,118,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"castellano, ambrose",State Representative,2022,,DEMOCRATIC,DISTRICT 70,San Miguel,Candidate,,,QGPMSH0RZsAYXV3OLqaJzgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,120,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Gonzales, Anita Amalia",State Representative,2022,,DEMOCRATIC,DISTRICT 70,San Miguel,Candidate,,,Pb-AhGq65s4bsPtp9i-1DQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,120,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Ingham, Mary Kay",State Representative,2022,,REPUBLICAN,DISTRICT 10,Bernalillo,Candidate,,,AgsHRIswHHLoisf1YoRKLwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,13,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"ROMERO, G ANDRES",State Representative,2022,,DEMOCRATIC,DISTRICT 10,Bernalillo,Candidate,,,OYvxE5jK51Q7GFRMhDvmOgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,13,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Martinez, Javier I",State Representative,2023,,DEMOCRATIC,DISTRICT 11,Bernalillo,Candidate,,,AtMVtx9-gvF3C0SP_c2QjQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,14,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Meyer-Hagen, Lisa",State Representative,2022,,REPUBLICAN,DISTRICT 11,Bernalillo,Candidate,,,m6qfXaUsGC_xgm5sOqm4ZQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,14,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"trujillo, adrian anthony, Sr.",State Representative,2022,,REPUBLICAN,DISTRICT 11,Bernalillo,Candidate,,,QhiWuGNXP-8G69OvZX0gqACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,14,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Montoya, Augustine N",State Representative,2022,,DEMOCRATIC,DISTRICT 22,Torrance,Candidate,,,boF71r0eY7oSp8zz99Z2JACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1465,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Kennedy, Andrew Garrett",State Representative,2022,,LIBERTARIAN,DISTRICT 66,Eddy,Candidate,,,p0nLCo3vg5tV__5KKUFl0gCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1467,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Mason, Jimmy G.",State Representative,2022,,REPUBLICAN,DISTRICT 66,Eddy,Candidate,,,SQZtcxC0_Nswi8mhI7FpwQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1467,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Aguilar, Melba Tajallieh",State Representative,2022,,REPUBLICAN,DISTRICT 38,Socorro,Candidate,,,iqnJ-XC6s4FVYjNrjrQszQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1477,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Bhasker, Ravi",State Representative,2022,,DEMOCRATIC,DISTRICT 38,Socorro,Candidate,,,w2Q0i4qL68ueB3p7AiMbCACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1477,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Hammack, Sandra Kay",State Representative,2023,,REPUBLICAN,DISTRICT 38,Socorro,Candidate,,,NpKQT9dXKxFjldUtyeYV7gCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,1477,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Armijo, Melissa D",State Representative,2022,,DEMOCRATIC,DISTRICT 12,Bernalillo,Candidate,,,CuMKUMzy3vggMPvkWUpzdACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,15,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"De La Cruz, Art",State Representative,2022,,DEMOCRATIC,DISTRICT 12,Bernalillo,Candidate,,,X7W78HfA5PVFtnOHyL2oIwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,15,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Olonovich, Nicole Michelle",State Representative,2022,,DEMOCRATIC,DISTRICT 12,Bernalillo,Candidate,,,8ZhtlDUXxIyeCZpC334R-QCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,15,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Tafoya, Steve",State Representative,2023,,DEMOCRATIC,DISTRICT 12,Bernalillo,Candidate,,,IAnsLkg4lw_rLqWzrs_i-gCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2024 General Election,,14,120.0,15,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"ROYBAL CABALLERO, PATRICIA",State Representative,2022,,DEMOCRATIC,DISTRICT 13,Bernalillo,Candidate,,,2sf2XuYMOQKjksEVV2DMYACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,16,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Garcia, Miguel P.",State Representative,2022,,DEMOCRATIC,DISTRICT 14,Bernalillo,Candidate,,,hfkK68Fi94EFXPuUlRy6kgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,17,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Pena, Solomon",State Representative,2023,,REPUBLICAN,DISTRICT 14,Bernalillo,Candidate,,,cUokZS0wvVhEXJcRFcVpuwCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,17,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Gutierrez, Laura E",State Representative,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,DISTRICT 15,Bernalillo,Candidate,,,cFXpMPaRaFrSvkQheRromACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,18,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Hochman-Vigil, Dayan 'Day' M",State Representative,2023,,DEMOCRATIC,DISTRICT 15,Bernalillo,Candidate,,,QYY50evWZIaZjDfv1iKyDQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,18,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Kaehr-MacMillan, Kimberly Ann",State Representative,2022,,REPUBLICAN,DISTRICT 15,Bernalillo,Candidate,,,IxynfbdE5Ua8lHCpxi9F2QCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,18,,,,0,,,3,0,,0.0,0.0,0,,,,False,,False
"Maestas, Antonio ""Moe""",State Representative,2022,,DEMOCRATIC,DISTRICT 16,Bernalillo,Candidate,,,d5xhnW3aZ88QlZqAMU9nGgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,19,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Duarte, Marsella",State Representative,2023,,DEMOCRATIC,DISTRICT 16,Bernalillo,Candidate,,,-8FtX0zVtZqSaSW-kxp15ACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2024 General Election,,14,120.0,19,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Gurrola Valenzuela, Flor Yanira",State Representative,2023,,DEMOCRATIC,DISTRICT 16,Bernalillo,Candidate,,,JR2ToP25H_4q76uIDndH8gCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2024 General Election,,14,120.0,19,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Dodson, Matt",State Representative,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,DISTRICT 2,San Juan,Candidate,,,09ONkijbkeSrYLuIDAWnqACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,2,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Duncan, Preston Mark",State Representative,2023,,REPUBLICAN,DISTRICT 2,San Juan,Candidate,,,dP1k7eKReGVJj5AmgNWsEgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,2,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Borrego, Cynthia D",State Representative,2022,,DEMOCRATIC,DISTRICT 17,Bernalillo,Candidate,,,TWVdgp1Q7wma-sHK93WzxQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,20,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Deaguero, Darrell",State Representative,2022,,DEMOCRATIC,DISTRICT 17,Bernalillo,Candidate,,,nW59r2vJttcIvdvB9ryk0QCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,20,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"McMath, Ellis C",State Representative,2022,,REPUBLICAN,DISTRICT 17,Bernalillo,Candidate,,,wb-Sqi555M31LRaXNFwXlACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,20,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Neal, Joshua Taylor",State Representative,2022,,REPUBLICAN,DISTRICT 17,Bernalillo,Candidate,,,3gxkzO-tFn5oZhrW8kpvVACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,20,,,,0,,,4,0,,0.0,0.0,0,,,,False,,False
"Cannon, Scott Troy",State Representative,2022,,REPUBLICAN,DISTRICT 18,Bernalillo,Candidate,,,IIPIbNZLn2xGsvb0mPnj1wCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,21,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Chasey, Gail",State Representative,2022,,DEMOCRATIC,DISTRICT 18,Bernalillo,Candidate,,,dIarVgKNrhjeBZzUutYQyQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,21,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Anyanonu, Janelle",State Representative,2022,,DEMOCRATIC,DISTRICT 19,Bernalillo,Candidate,,,kn8aElKGBxB_a1ofUpShpACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Bounkeua, Viengkeo Kay",State Representative,2021,,DEMOCRATIC,DISTRICT 19,Bernalillo,Candidate,,,psitZbwjvSKLMBYFTd0KmACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Cardiel, Enrique Jesus",State Representative,2022,,NO PARTY/INDEPENDENT/DECLINED TO SELECT,DISTRICT 19,Bernalillo,Candidate,,,NdxDhAqN4RhHT8gEEwceKQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Dean, Colton",State Representative,2022,,DEMOCRATIC,DISTRICT 19,Bernalillo,Candidate,,,uV5BdvGNOCcUVTj3kHgr0ACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Jackson, Kathleen M",State Representative,2022,,REPUBLICAN,DISTRICT 19,Bernalillo,Candidate,,,0gZNo3BwjxAymh5f3qiEsQCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Montoya, David ",State Representative,2023,,DEMOCRATIC,DISTRICT 19,Bernalillo,Candidate,,,KolFKkeEk9ajGcmnx3XdPgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,22,,,,0,,,6,0,,0.0,0.0,0,,,,False,,False
"Dixon, Meredith Anne",State Representative,2022,,DEMOCRATIC,DISTRICT 20,Bernalillo,Candidate,,,xgxl_nPn8jXSKbPOoYD-2wCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,23,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"salazar, robert austin",State Representative,2022,,REPUBLICAN,DISTRICT 20,Bernalillo,Candidate,,,XQPbmEnhEG41S9JWB1H4FACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,23,,,,0,,,2,0,,0.0,0.0,0,,,,False,,False
"Sarinana, Debra Marie",State Representative,2022,,DEMOCRATIC,DISTRICT 21,Bernalillo,Candidate,,,ywhwoi2A86mue4nlfM3fqACqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2022 General Election,,14,119.0,24,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
"Sarinana, Debra Marie",State Representative,2023,,DEMOCRATIC,DISTRICT 21,Bernalillo,Candidate,,,u3ZuufuBa-2bwGE3n1_XmgCqVy8Elhffgng_L-1Fpe41,,,,,,,,LEGISLATIVE,,2024 General Election,,14,120.0,24,,,,0,,,1,0,,0.0,0.0,0,,,,False,,False
